variableName;function;nameSpace;dataType;initialValue;address
90_I_Close_Claw;Abrir Garra;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
91_I_Led_Start;LED Start;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
91_I_Led_Reset;LED Reset;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
91_I_Led_Extra1;LED Extra 1;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
91_I_Led_Extra2;LED Extra 2;Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
91_I_Panel_O4;Painel OUT 4 (Conexão banana);Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
91_I_Panel_O5;Painel OUT 5 (Conexão banana);Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
91_I_Panel_O6;Painel OUT 6 (Conexão banana);Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
91_I_Panel_O7;Painel OUT 7 (Conexão banana);Handling[90];Boolean;False;root/stations/090-Handling2/$Outputs/...
92_F_Claw_2_Cart;Movimenta Garra Sentido Entrega de Peça;Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
92_F_Claw_2_Del;Movimenta Garra Sentido Berço;Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
92_F_Claw_Down;Abaixar Garra;Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
92_F_Close_Claw;Abrir Garra;Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
93_F_Led_Start;LED Start;Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
93_F_Led_Reset;LED Reset;Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
93_F_Led_Extra1;LED Extra 1;Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
93_F_Led_Extra2;LED Extra 2;Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
93_F_Panel_O4;Painel OUT 4 (Conexão banana);Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
93_F_Panel_O5;Painel OUT 5 (Conexão banana);Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
93_F_Panel_O6;Painel OUT 6 (Conexão banana);Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
93_F_Panel_O7;Painel OUT 7 (Conexão banana);Handling[90];Boolean;False;root/stations/090-Handling2/$Feedback/...
100_O_PInit_Pos;Peça posição inicial;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
100_O_PDrill_Pos;Peça posição retífica;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
100_O_PTest_Pos;Peça posição teste;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
100_O_SDrill_High;Sensor de retífica alta;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
100_O_SDrill_Low;Sensor de retífica baixa;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
100_O_RT_Sensor;Sensor embaixo da mesa;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
100_O_PTest_Ok;Teste executado OK;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
101_O_On;Liga;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
101_O_Off;Desliga;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
101_O_Key_Pos;Chave;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
101_O_Reset;Reset;Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
101_O_Panel_I4;Painel I4 (Conexão banana);Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
101_O_Panel_I5;Painel I5 (Conexão banana);Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
101_O_Panel_I6;Painel I6 (Conexão banana);Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
101_O_Panel_I7;Painel 17 (Conexão banana);Processing[100];Boolean;False;root/stations/100-Processing/$Inputs/...
100_I_Drill_On;Liga Retífica;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
100_I_RT_On;Acionamento da Mesa;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
100_I_Drill_Down;Abaixar Retífica;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
100_I_Drill_Up;Levantar Retífica;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
100_I_Drill_Pin;Atuador de peça na retífica;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
100_I_Test_Pin;Atuador do teste de furação;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
101_I_Led_Start;LED Start;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
101_I_Led_Reset;LED Reset;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
101_I_Led_Extra1;LED Extra 1;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
101_I_Led_Extra2;LED Extra 2;Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
101_I_Panel_O4;Painel OUT 4 (Conexão banana);Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
101_I_Panel_O5;Painel OUT 5 (Conexão banana);Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
101_I_Panel_O6;Painel OUT 6 (Conexão banana);Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
101_I_Panel_O7;Painel OUT 7 (Conexão banana);Processing[100];Boolean;False;root/stations/100-Processing/$Outputs/...
102_F_Drill_On;Liga Retífica;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
102_F_RT_On;Acionamento da Mesa;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
102_F_Drill_Down;Abaixar Retífica;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
102_F_Drill_Up;Levantar Retífica;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
102_F_Drill_Pin;Atuador de peça na retífica;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
102_F_Test_Pin;Atuador do teste de furação;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
103_F_Led_Start;LED Start;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
103_F_Led_Reset;LED Reset;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
103_F_Led_Extra1;LED Extra 1;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
103_F_Led_Extra2;LED Extra 2;Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
103_F_Panel_O4;Painel OUT 4 (Conexão banana);Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
103_F_Panel_O5;Painel OUT 5 (Conexão banana);Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
103_F_Panel_O6;Painel OUT 6 (Conexão banana);Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
103_F_Panel_O7;Painel OUT 7 (Conexão banana);Processing[100];Boolean;False;root/stations/100-Processing/$Feedback/...
StatusEscrita;Confirma Status da Escrita em qualquer antena;AS-IConveyorRFID;String;;root/stations/030-Conveyor/$RFID/...
Antena1_TagReport;Mostra todas as infos;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena1/...
Antena1_R_TagID;Lê Tag ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena1/...
Antena1_R_UserData;Lê Dado Uusário;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena1/...
Antena1_W_TagID;Escreve Tag ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena1/...
Antena1_W_UserData;Escreve Dado Usuário;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena1/...
Antena2_TagReport;Mostra todas as infos;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena2/...
Antena2_R_TagID;Lê Tag ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena2/...
Antena2_R_UserData;Lê Dado Uusário;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena2/...
Antena2_W_TagID;Escreve Tag ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena2/...
Antena2_W_UserData;Escreve Dado Usuário;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena2/...
Antena3_TagReport;Mostra todas as infos;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena3/...
Antena3_R_TagID;Lê Tag ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena3/...
Antena3_R_UserData;Lê Dado Uusário;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena3/...
Antena3_W_TagID;Escreve Tag ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena3/...
Antena3_W_UserData;Escreve Dado Usuário;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena3/...
Antena4_TagReport;Mostra todas as infos;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena4/...
Antena4_R_TagID;Lê Tag ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena4/...
Antena4_R_UserData;Lê Dado Uusário;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena4/...
Antena4_W_TagID;Escreve Tag ID;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena4/...
Antena4_W_UserData;Escreve Dado Usuário;AS-IConveyorRFID;String;;root/stations/030-Conveyor/RFID/$Antena4/...
$END;$END;$END;$END;$END;$END
